Material,Name,Formula,Purity,Diameter mm,Diameter ",Thickness mm,Thickness ",Price,Rest
2.0" Dia. x 0.125" Thick,N/A,N/A,N/A,50.8,2.0",3.175,0.125",N/A,
99.9%,N/A,N/A,99.9%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSMOX302A2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Samarium,N/A,Samarium,N/A,N/A,N/A,N/A,N/A,N/A,
SAMARIUM TARGET,SAMARIUM TARGET,,99.9% PURE TREM,0.254,0.010",N/A,N/A,N/A,Sm    PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING   HAZARDOUS SHIPPING
1.00" Dia. x 0.125" Thick,N/A,N/A,N/A,25.4,1.00",3.175,0.125",N/A,
99.9%,N/A,N/A,99.9%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSMXX301A2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Samarium,N/A,Samarium,N/A,N/A,N/A,N/A,N/A,N/A,
SAMARIUM TARGET,SAMARIUM TARGET,,99.9% PURE TREM,0.254,0.010",N/A,N/A,N/A,Sm     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  HAZARDOUS SHIPPING
1.00" Dia. x 0.250" Thick,N/A,N/A,N/A,25.4,1.00",6.35,0.250",N/A,
99.9%,N/A,N/A,99.9%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSMXX301A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Samarium,N/A,Samarium,N/A,N/A,N/A,N/A,N/A,N/A,
SAMARIUM TARGET,SAMARIUM TARGET,,99.9% PURE TREM,0.254,0.010",N/A,N/A,N/A,Sm     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  HAZARDOUS SHIPPING
2.00" Dia. x 0.125" Thick,N/A,N/A,N/A,50.8,2.00",3.175,0.125",N/A,
99.9%,N/A,N/A,99.9%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSMXX302A2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Samarium,N/A,Samarium,N/A,N/A,N/A,N/A,N/A,N/A,
SAMARIUM TARGET,SAMARIUM TARGET,,99.9% PURE TREM,0.254,0.010",N/A,N/A,N/A,Sm     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  HAZARDOUS SHIPPING
2.00" Dia. x 0.250" Thick,N/A,N/A,N/A,50.8,2.00",6.35,0.250",N/A,
99.9%,N/A,N/A,99.9%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSMXX302A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Samarium,N/A,Samarium,N/A,N/A,N/A,N/A,N/A,N/A,
SAMARIUM TARGET,SAMARIUM TARGET,,99.9% PURE TREM,0.254,0.010",N/A,N/A,N/A,Sm     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  HAZARDOUS SHIPPING
3.00" Dia. x 0.125" Thick,N/A,N/A,N/A,76.19999999999999,3.00",3.175,0.125",N/A,
99.9%,N/A,N/A,99.9%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSMXX303A2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Samarium,N/A,Samarium,N/A,N/A,N/A,N/A,N/A,N/A,
Samarium Circular Sputter Target (3.0" Diameter x 0.250" Thickness,N/A,,99.9% pure),76.19999999999999,3.0",6.35,0.250",N/A,
3.00" Dia. x 0.250" Thick,N/A,N/A,N/A,76.19999999999999,3.00",6.35,0.250",N/A,
99.9%,N/A,N/A,99.9%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSMXX303A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Samarium,N/A,Samarium,N/A,N/A,N/A,N/A,N/A,N/A,
SAMARIUM TARGET,SAMARIUM TARGET,,99.9% PURE TREM,0.254,0.010",N/A,N/A,N/A,Sm     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  HAZARDOUS SHIPPING
4.00" Dia. x 0.125" Thick,N/A,N/A,N/A,101.6,4.00",3.175,0.125",N/A,
99.9%,N/A,N/A,99.9%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSMXX304A2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Samarium,N/A,Samarium,N/A,N/A,N/A,N/A,N/A,N/A,
Samarium Circular Sputter Target (4.0" Diameter x 0.250" Thickness,N/A,,99.9% pure),101.6,4.0",6.35,0.250",N/A,
4.00" Dia. x 0.250" Thick,N/A,N/A,N/A,101.6,4.00",6.35,0.250",N/A,
99.9%,N/A,N/A,99.9%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSMXX304A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Selenium,N/A,Selenium,N/A,N/A,N/A,N/A,N/A,N/A,
SELENIUM TARGET,SELENIUM TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Se     HAZARDOUS SHIPPING  BEST EFFORTS ON APPEARANCE
1.00" Dia. x 0.125" Thick,N/A,N/A,N/A,25.4,1.00",3.175,0.125",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSEXX501A2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Selenium,N/A,Selenium,N/A,N/A,N/A,N/A,N/A,N/A,
SELENIUM TARGET,SELENIUM TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Se     HAZARDOUS SHIPPING  BEST EFFORTS ON APPEARANCE
1.00" Dia. x 0.250" Thick,N/A,N/A,N/A,25.4,1.00",6.35,0.250",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSEXX501A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Selenium,N/A,Selenium,N/A,N/A,N/A,N/A,N/A,N/A,
SELENIUM TARGET,SELENIUM TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Se     HAZARDOUS SHIPPING  BEST EFFORTS ON APPEARANCE
2.00" Dia. x 0.125" Thick,N/A,N/A,N/A,50.8,2.00",3.175,0.125",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSEXX502A2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Selenium,N/A,Selenium,N/A,N/A,N/A,N/A,N/A,N/A,
SELENIUM TARGET,SELENIUM TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Se     HAZARDOUS SHIPPING  BEST EFFORTS ON APPEARANCE
2.00" Dia. x 0.250" Thick,N/A,N/A,N/A,50.8,2.00",6.35,0.250",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSEXX502A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Selenium,N/A,Selenium,N/A,N/A,N/A,N/A,N/A,N/A,
SELENIUM TARGET,SELENIUM TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Se     HAZARDOUS SHIPPING  BEST EFFORTS ON APPEARANCE
3.00" Dia. x 0.125" Thick,N/A,N/A,N/A,76.19999999999999,3.00",3.175,0.125",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSEXX503A2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Selenium,N/A,Selenium,N/A,N/A,N/A,N/A,N/A,N/A,
SELENIUM TARGET,SELENIUM TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Se     HAZARDOUS SHIPPING  BEST EFFORTS ON APPEARANCE
3.00" Dia. x 0.250" Thick,N/A,N/A,N/A,76.19999999999999,3.00",6.35,0.250",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSEXX503A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Selenium,N/A,Selenium,N/A,N/A,N/A,N/A,N/A,N/A,
SELENIUM TARGET,SELENIUM TARGET,,99.999% PURE,0.254,0.010",N/A,N/A,N/A,Se     HAZARDOUS SHIPPING  BEST EFFORTS ON APPEARANCE
4.00" Dia. x 0.125" Thick,N/A,N/A,N/A,101.6,4.00",3.175,0.125",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSEXX504A2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Selenium,N/A,Selenium,N/A,N/A,N/A,N/A,N/A,N/A,
Selenium Circular Sputter Target (4.0" Diameter x 0.250" Thickness,N/A,,99.999% pure),101.6,4.0",6.35,0.250",N/A,
4.00" Dia. x 0.250" Thick,N/A,N/A,N/A,101.6,4.00",6.35,0.250",N/A,
99.999%,N/A,N/A,99.999%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSEXX504A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Silicon Carbide,N/A,Silicon Carbide,N/A,N/A,N/A,N/A,N/A,N/A,
SILICON CARBIDE TARGET,SILICON CARBIDE TARGET,,99.5% PURE,0.254,0.010",N/A,N/A,N/A,SiC
1.00" Dia. x 0.125" Thick,N/A,N/A,N/A,25.4,1.00",3.175,0.125",N/A,
99.5%,N/A,N/A,99.5%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSICX251A2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
€623.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,€623.00,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Silicon Carbide,N/A,Silicon Carbide,N/A,N/A,N/A,N/A,N/A,N/A,
SILICON CARBIDE TARGET,SILICON CARBIDE TARGET,,99.5% PURE,0.254,0.010",N/A,N/A,N/A,SiC
1.00" Dia. x 0.250" Thick,N/A,N/A,N/A,25.4,1.00",6.35,0.250",N/A,
99.5%,N/A,N/A,99.5%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSICX251A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Silicon Carbide,N/A,Silicon Carbide,N/A,N/A,N/A,N/A,N/A,N/A,
SILICON CARBIDE TARGET,SILICON CARBIDE TARGET,,99.5% PURE,0.254,0.010",N/A,N/A,N/A,SiC
2.00" Dia. x 0.125" Thick,N/A,N/A,N/A,50.8,2.00",3.175,0.125",N/A,
99.5%,N/A,N/A,99.5%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSICX252A2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
€576.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,€576.00,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Silicon Carbide,N/A,Silicon Carbide,N/A,N/A,N/A,N/A,N/A,N/A,
SILICON CARBIDE TARGET,SILICON CARBIDE TARGET,,99.5% PURE,0.254,0.010",N/A,N/A,N/A,SiC
2.00" Dia. x 0.250" Thick,N/A,N/A,N/A,50.8,2.00",6.35,0.250",N/A,
99.5%,N/A,N/A,99.5%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSICX252A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
€596.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,€596.00,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Silicon Carbide,N/A,Silicon Carbide,N/A,N/A,N/A,N/A,N/A,N/A,
SILICON CARBIDE TARGET,SILICON CARBIDE TARGET,,99.5% PURE,0.254,0.010",N/A,N/A,N/A,SiC
3.00" Dia. x 0.125" Thick,N/A,N/A,N/A,76.19999999999999,3.00",3.175,0.125",N/A,
99.5%,N/A,N/A,99.5%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSICX253A2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
€934.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,€934.00,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Silicon Carbide,N/A,Silicon Carbide,N/A,N/A,N/A,N/A,N/A,N/A,
SILICON CARBIDE TARGET,SILICON CARBIDE TARGET,,99.5% PURE,0.254,0.010",N/A,N/A,N/A,SiC
3.00" Dia. x 0.250" Thick,N/A,N/A,N/A,76.19999999999999,3.00",6.35,0.250",N/A,
99.5%,N/A,N/A,99.5%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSICX253A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Silicon Carbide,N/A,Silicon Carbide,N/A,N/A,N/A,N/A,N/A,N/A,
SILICON CARBIDE TARGET,SILICON CARBIDE TARGET,,99.5% PURE,0.254,0.010",N/A,N/A,N/A,SiC
4.00" Dia. x 0.125" Thick,N/A,N/A,N/A,101.6,4.00",3.175,0.125",N/A,
99.5%,N/A,N/A,99.5%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSICX254A2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
€1,N/A,131.00,N/A,N/A,N/A,N/A,N/A,€1,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Silicon Carbide,N/A,Silicon Carbide,N/A,N/A,N/A,N/A,N/A,N/A,
SILICON CARBIDE TARGET,SILICON CARBIDE TARGET,,99.5% PURE,0.254,0.010",N/A,N/A,N/A,SiC
4.00" Dia. x 0.250" Thick,N/A,N/A,N/A,101.6,4.00",6.35,0.250",N/A,
99.5%,N/A,N/A,99.5%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSICX254A4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
P.O.R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P.O.R.,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Silicon Dioxide (Fused Quartz),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SILICON DIOXIDE TARGET,SILICON DIOXIDE TARGET,,99.995% PURE,0.254,0.010",N/A,N/A,N/A,SiO2     GROUND SURFACE
1.00" Dia. x 0.125" Thick,N/A,N/A,N/A,25.4,1.00",3.175,0.125",N/A,
99.995%,N/A,N/A,99.995%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSIO2451A2,N/A,EJTSIO2451A2,N/A,N/A,N/A,N/A,N/A,N/A,
€53.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,€53.00,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Silicon Dioxide (Fused Quartz),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SILICON DIOXIDE TARGET,SILICON DIOXIDE TARGET,,99.995% PURE,0.254,0.010",N/A,N/A,N/A,SiO2     GROUND SURFACE
1.00" Dia. x 0.250" Thick,N/A,N/A,N/A,25.4,1.00",6.35,0.250",N/A,
99.995%,N/A,N/A,99.995%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSIO2451A4,N/A,EJTSIO2451A4,N/A,N/A,N/A,N/A,N/A,N/A,
€70.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,€70.00,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Silicon Dioxide (Fused Quartz),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SILICON DIOXIDE TARGET,SILICON DIOXIDE TARGET,,99.995% PURE,0.254,0.010",N/A,N/A,N/A,SiO2     GROUND SURFACE
2.00" Dia. x 0.125" Thick,N/A,N/A,N/A,50.8,2.00",3.175,0.125",N/A,
99.995%,N/A,N/A,99.995%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSIO2452A2,N/A,EJTSIO2452A2,N/A,N/A,N/A,N/A,N/A,N/A,
€100.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,€100.00,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Silicon Dioxide (Fused Quartz),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SILICON DIOXIDE TARGET,SILICON DIOXIDE TARGET,,99.995% PURE,0.254,0.010",N/A,N/A,N/A,SiO2     GROUND SURFACE
2.00" Dia. x 0.250" Thick,N/A,N/A,N/A,50.8,2.00",6.35,0.250",N/A,
99.995%,N/A,N/A,99.995%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
EJTSIO2452A4,N/A,EJTSIO2452A4,N/A,N/A,N/A,N/A,N/A,N/A,
€133.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,€133.00,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,
Silicon Dioxide (Fused Quartz),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SILICON DIOXIDE TARGET,SILICON DIOXIDE TARGET,,99.995% PURE,0.254,0.010",N/A,N/A,N/A,SiO2     GROUND SURFACE
3.00" Dia. x 0.125" Thick,N/A,N/A,N/A,76.19999999999999,3.00",3.175,0.125",N/A,
99.995%,N/A,N/A,99.995%,N/A,N/A,N/A,N/A,N/A,
Most Standard Guns,N/A,Most Standard Guns,N/A,N/A,N/A,N/A,N/A,N/A,
1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,
